"source_category","brands","categories_tags","countries_tags","ingredients_hierarchy","ingredients_tags","ingredients_text","labels_tags","product_name"
"sunscreens","Mixa","en:suncare; en:in-sun-protections; en:sunscreen","en:france; en:morocco","en:water; en:alcohol-denat; en:ethylhexyl-salicylate; en:ethylhexyl-triazone; fr:butyl-methoxydibenzoylmethane-bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:isopropyl-palmitate; fr:diisopropyladipate; en:glycerin; en:propanediol; fr:phenylbenzm-dazole-sulfonic-acid; en:dicaprylyl-ether; en:triethanolamine; fr:c12-22-alkyl-acrylate; fr:hydroxyethylacrylate-copolymer; en:sodium-polyacrylate; en:drometrizole-trisiloxane; en:tocopherol; en:hydroxyacetophenone; en:caprylyl-glycol; en:trisodium-ethylenediamine-disuccinate; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; fr:fil; fr:2286594; fr:1","en:water; en:alcohol-denat; en:ethylhexyl-salicylate; en:ethylhexyl-triazone; fr:butyl-methoxydibenzoylmethane-bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:isopropyl-palmitate; fr:diisopropyladipate; en:glycerin; en:propanediol; fr:phenylbenzm-dazole-sulfonic-acid; en:dicaprylyl-ether; en:triethanolamine; fr:c12-22-alkyl-acrylate; fr:hydroxyethylacrylate-copolymer; en:sodium-polyacrylate; en:drometrizole-trisiloxane; en:tocopherol; en:hydroxyacetophenone; en:caprylyl-glycol; en:trisodium-ethylenediamine-disuccinate; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; fr:fil; fr:2286594; fr:1","AQUA/WATER, ALCOHOL DENAT, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, BUTYL METHOXYDIBENZOYLMETHANE BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ISOPROPYL PALMITATE, DIISOPROPYLADIPATE, GLYCERIN, PROPANEDIOL, PHENYLBENZM DAZOLE SULFONIC ACID, DICAPRYLYL ETHER, TRIETHANOLAMINE, C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER, SODIUM POLYACRYLATE, DROMETRIZOLE TRISILOXANE, TOCOPHEROL, HYDROXYACETOPHENONE, CAPRYLYL GLYCOL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. (FIL. 2286594/1).","","Spray Protection Solaire Enfant Peaux Fragiles Dermo-Protect Kids SPF50+"
"sunscreens","caudalie","en:suncare; en:in-sun-protections; en:sunscreen; en:open-beauty-facts","en:france","","","","en:made-in-france","spray invisible haute protection vinosun pritect indice 50"
"sunscreens","Avène","en:suncare; en:in-sun-protections; en:sunscreen","en:france","fr:eau-thermal-avene; fr:c12-15-alkyl-benzoate; fr:dicaprylyl-carbonate; fr:methylene-bis-benzotriazolyl-tetramethylbutylphenol; en:water; en:e422; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:diethylhexyl-butamido-triazone; en:e551; fr:diisopropyl-adipate; fr:butyl-methoxydibenzoylmethane; fr:cetearyl-isononanoate; fr:lauryl-glucoside; fr:polyglyceryl-2-dipolyhydroxystearate; fr:decyl-glucoside; fr:c10-18-triglycerides; fr:trimethylpentanediol; fr:adipic-acid; fr:glycerin-crosspolymer; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; en:e210; fr:butylene-glycol; fr:caprylic; fr:capric-triglyceride; fr:caprylyl-glycol; en:e330; fr:disodium-edta; fr:parfum; fr:glyceryl-behenate; fr:glyceryl-dibehenate; fr:oxothiazolidine; fr:potassium-cetyl-phosphate; en:e490; fr:sodium-benzoate; en:e524; en:vitamin-e; en:vitamins; fr:glucoside-tocopheryl; fr:tribehenin; en:e415; fr:nano","fr:eau-thermal-avene; fr:c12-15-alkyl-benzoate; fr:dicaprylyl-carbonate; fr:methylene-bis-benzotriazolyl-tetramethylbutylphenol; en:water; en:e422; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:diethylhexyl-butamido-triazone; en:e551; fr:diisopropyl-adipate; fr:butyl-methoxydibenzoylmethane; fr:cetearyl-isononanoate; fr:lauryl-glucoside; fr:polyglyceryl-2-dipolyhydroxystearate; fr:decyl-glucoside; fr:c10-18-triglycerides; fr:trimethylpentanediol; fr:adipic-acid; fr:glycerin-crosspolymer; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; en:e210; fr:butylene-glycol; fr:caprylic; fr:capric-triglyceride; fr:caprylyl-glycol; en:e330; fr:disodium-edta; fr:parfum; fr:glyceryl-behenate; fr:glyceryl-dibehenate; fr:oxothiazolidine; fr:potassium-cetyl-phosphate; en:e490; fr:sodium-benzoate; en:e524; en:vitamin-e; en:vitamins; fr:glucoside-tocopheryl; fr:tribehenin; en:e415; fr:nano","Eau thermal Avène, c12-15 alkyl benzoate, dicaprylyl carbonate, methylene bis-benzotriazolyl tetramethylbutylphenol [nano], eau, glycérine, bis-ethylhexyloxyphenol methoxyphenyl triazine, diethylhexyl butamido triazone, dioxyde de silicium, diisopropyl adipate, butyl methoxydibenzoylmethane, cetearyl isononanoate, lauryl glucoside, polyglyceryl-2 dipolyhydroxystearate, decyl glucoside, c10-18 triglycerides. trimethylpentanediol/adipic acid/glycerin crosspolymer, acrylates/c10-30 alkyl acrylate crosspolymer, acide benzoïque, butylene glycol, caprylic/capric triglyceride, caprylyl glycol, acide citrique, disodium edta, parfum, glyceryl behenate, glyceryl dibehenate, oxothiazolidine, potassium cetyl phosphate, propylene glycol, sodium benzoate, hydroxyde de sodium, tocophérol, glucoside tocophéryl, tribehenin, gomme xanthane","","Lait SPF 50+"
"sunscreens","Zenova suncare","en:suncare; en:in-sun-protections; en:sunscreen","en:belgium; en:france","en:water; en:c12-15-alkyl-benzoate; en:e422; en:ethylhexyl-triazone; en:octocrylene; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-salicylate; en:1-2-hexanediol; en:diethylhexyl-butamido-triazone; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:phenylbenzimidazole-sulfonic-acid; en:e460i; en:e460; en:e466; en:cetyl-alcohol; en:sodium-stearoyl-glutamate; en:sodium-chloride; en:minerals; en:sodium; en:glyceryl-stearate; en:parfum; en:e415; en:tocopheryl-acetate; en:vitamin-e; en:helianthus-annuus-seed-oil; en:ethylhexylglycerin; en:caprylyl-glycol; en:decylene-glycol; en:piroctone-olamine; en:tetrasodium-iminodisuccinate; en:e524","en:water; en:c12-15-alkyl-benzoate; en:e422; en:ethylhexyl-triazone; en:octocrylene; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-salicylate; en:1-2-hexanediol; en:diethylhexyl-butamido-triazone; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:phenylbenzimidazole-sulfonic-acid; en:e460i; en:e460; en:e466; en:cetyl-alcohol; en:sodium-stearoyl-glutamate; en:sodium-chloride; en:minerals; en:sodium; en:glyceryl-stearate; en:parfum; en:e415; en:tocopheryl-acetate; en:vitamin-e; en:helianthus-annuus-seed-oil; en:ethylhexylglycerin; en:caprylyl-glycol; en:decylene-glycol; en:piroctone-olamine; en:tetrasodium-iminodisuccinate; en:e524","Aqua, C12-15 Alkyl Benzoate, Glycerin, Ethylhexyl Triazone, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, 1,2-Hexanediol, Diethylhexyl Butamido Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenylbenzimidazole Sulfonic Acid, Microcrystalline Cellulose, Cellulose Gum, Cetyl Alcohol, Sodium Stearoyl Glutamate, Sodium Chloride, Glyceryl Stearate, Parfum, Xanthan Gum, Tocopheryl Acetate, Tocopherol, Helianthus Annuus Seed Oil, Ethylhexylglycerin, Caprylyl Glycol, Decylene Glycol, Piroctone Olamine, Tetrasodium Iminodisuccinate, Sodium Hydroxide","","50 SPF Sunspray"
"sunscreens","Lovea","en:suncare; en:in-sun-protections; en:sunscreen","en:france; en:portugal","","","","en:vegetarian; en:vegan; fr:resiste-a-l-eau; en:made-in-france","Spray hydratant 50+ très haute protection"
"sunscreens","Nivea Sun","en:suncare; en:in-sun-protections; en:sunscreen","en:france","","",NA,"","Sensitive protection"
"sunscreens","Mercadona","en:suncare; en:in-sun-protections; en:sunscreen","en:france; en:spain","en:water; en:c12-15-alkyl-benzoate; en:glycerin; en:diisopropyl-adipate; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-salicylate; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:ethylhexyl-triazone; en:potassium-cetyl-phosphate; en:phenylbenzimidazole-sulfonic-acid; en:phenoxyethanol; en:stearyl-alcohol; en:fragrance; en:tocopheryl-acetate; en:xanthan-gum; en:potassium-hydroxide; en:caprylhydroxamic-acid; en:sclerotium-gum; fr:acacia-senegal-gum; en:citral; en:allergenic-fragrances; fr:amarillo-mercadona-amarelo-800-500-220-1-dalli-werke-gmbh-zweifaller-strasse-120-d-52224-stolberg-alemania-info-alemanha-12-m-r-dermatologicamente-testado-250mle-4-012400-800711","en:water; en:c12-15-alkyl-benzoate; en:glycerin; en:diisopropyl-adipate; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-salicylate; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:ethylhexyl-triazone; en:potassium-cetyl-phosphate; en:phenylbenzimidazole-sulfonic-acid; en:phenoxyethanol; en:stearyl-alcohol; en:fragrance; en:tocopheryl-acetate; en:xanthan-gum; en:potassium-hydroxide; en:caprylhydroxamic-acid; en:sclerotium-gum; fr:acacia-senegal-gum; en:citral; en:allergenic-fragrances; fr:amarillo-mercadona-amarelo-800-500-220-1-dalli-werke-gmbh-zweifaller-strasse-120-d-52224-stolberg-alemania-info-alemanha-12-m-r-dermatologicamente-testado-250mle-4-012400-800711","AQUA, C12-15 ALKYL BENZOATE, GLYCERIN, DIISOPROPYL ADIPATE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ETHYLHEXYL TRIAZONE, POTASSIUM CETYL PHOSPHATE, PHENYLBENZIMIDAZOLE SULFONIC ACID, PHENOXYETHANOL, STEARYL ALCOHOL, PARFUM, TOCOPHERYL ACETATE, XANTHAN GUM, POTASSIUM HYDROXIDE, CAPRYLHYDROXAMIC ACID, SCLEROTIUM GUM, ACACIA SENEGAL GUM, CITRAL. AMARILLO MERCADONA AMARELO 800 500 220 1 DALLI WERKE GMBH Zweifaller Strasse 120 D-52224 Stolberg ALEMANIA + INFO ALEMANHA 12 M R DERMATOLOGICAMENTE TESTADO 250mle 4 012400 800711","","Spray solar"
"sunscreens",NA,"en:sunscreen","en:morocco","","",NA,"",NA
"sunscreens","Eucerin","en:suncare; en:in-sun-protections; en:sunscreen","en:france; en:morocco","en:water; en:homosalate; en:octocrylene; en:glycerin; en:dicaprylyl-carbonate; en:alcohol-denat; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-salicylate; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:c18-36-acid-triglyceride; en:ceteareth-20; en:phenylbenzimidazole-sulfonic-acid; fr:vp; fr:hexadecene-copolymer; en:glycyrrhiza-inflata-root-extract; en:glycyrrhetinic-acid; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; en:ethylhexylglycerin; en:1-2-hexanediol; en:phenoxyethanol","en:water; en:homosalate; en:octocrylene; en:glycerin; en:dicaprylyl-carbonate; en:alcohol-denat; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-salicylate; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:c18-36-acid-triglyceride; en:ceteareth-20; en:phenylbenzimidazole-sulfonic-acid; fr:vp; fr:hexadecene-copolymer; en:glycyrrhiza-inflata-root-extract; en:glycyrrhetinic-acid; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; en:ethylhexylglycerin; en:1-2-hexanediol; en:phenoxyethanol","Aqua, Homosalate, Octocrylene, Glycerin, Dicaprylyl Carbonate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, C18-36 Acid Triglyceride, Ceteareth 20, Phenylbenzimidazole Sulfonic Acid, VP/Hexadecene Copolymer, Glycyrrhiza Inflata Root Extract, Glycyrrhetinic Acid, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, 1.2 Hexanediol, Phenoxyethanol.","","Sun Sensitive Protect Kids SPF 50+ Spray Corps"
"sunscreens","Nivea sun","en:suncare; en:in-sun-protections; en:sunscreen","en:france","en:water; en:alcohol-denat; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-triazone; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:isopropyl-palmitate; en:c12-15-alkyl-benzoate; en:dibutyl-adipate; fr:butylene-glycol-dicaprylate; fr:dicaprate; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:glyceryl-stearate; en:phenylbenzimidazole-sulfonic-acid; en:glycerin; en:glycyrrhiza-inflata-root-extract; en:aloe-barbadensis-leaf-juice-powder; en:tocopheryl-acetate; fr:hydroxypropyl-starch-phosphate; en:microcrystalline-cellulose; en:c18-38-alkyl-hydroxystearoyl-stearate; fr:copernicia-cerifera-cera; fr:hydrogenated-rapeseed-oil; en:silica-dimethyl-silylate; en:cetyl-palmitate; en:xanthan-gum; en:sodium-stearoyl-glutamate; en:ethylhexylglycerin; en:caprylyl-glycol; en:disodium-edta; fr:cellulose-gum; en:sodium-hydroxide; en:sodium-chloride","en:water; en:alcohol-denat; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-triazone; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:isopropyl-palmitate; en:c12-15-alkyl-benzoate; en:dibutyl-adipate; fr:butylene-glycol-dicaprylate; fr:dicaprate; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:glyceryl-stearate; en:phenylbenzimidazole-sulfonic-acid; en:glycerin; en:glycyrrhiza-inflata-root-extract; en:aloe-barbadensis-leaf-juice-powder; en:tocopheryl-acetate; fr:hydroxypropyl-starch-phosphate; en:microcrystalline-cellulose; en:c18-38-alkyl-hydroxystearoyl-stearate; fr:copernicia-cerifera-cera; fr:hydrogenated-rapeseed-oil; en:silica-dimethyl-silylate; en:cetyl-palmitate; en:xanthan-gum; en:sodium-stearoyl-glutamate; en:ethylhexylglycerin; en:caprylyl-glycol; en:disodium-edta; fr:cellulose-gum; en:sodium-hydroxide; en:sodium-chloride","Aqua, Alcohol Denat, Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Dibutyl Adipate, Butylene Glycol Dicaprylate/Dicaprate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glyceryl Stearate, Phenylbenzimidazole Sulfonic Acid, Glycerin, Glycyrrhiza Inflata Root Extract, Aloe Barbadensis Leaf Juice Powder, Tocopheryl Acetate, Hydroxypropyl Starch Phosphate, Microcrystalline Cellulose, C18-38 Alkyl Hydroxystearoyl Stearate, Copernicia Cerifera Cera, Hydrogenated Rapeseed Oil, Silica Dimethyl Silylate, Cetyl Palmitate, Xanthan Gum, Sodium Stearoyl Glutamate, Ethylhexylglycerin, Caprylyl Glycol, Trisodium EDTA, Cellulose Gum, Sodium Hydroxide, Sodium Chloride","","Crème Protection Solaire Lait FPS 50+ Sensitive"
"sunscreens","Garnier ambre solaire,Garnier","en:suncare; en:in-sun-protections; en:sunscreen","en:france","","","","","Sensitive expert + Spf 50+ Spay"
"sunscreens","Avène","en:suncare; en:in-sun-protections; en:sunscreen; en:open-beauty-facts","en:france","","","","","Haute protection Spray SPF30"
"sunscreens","Nuxe","en:suncare; en:in-sun-protections; en:sunscreen","en:france; en:morocco","","","","","Lait solaire fondant SPF50+"
"sunscreens","Mixa, Mixa Solaire","en:suncare; en:in-sun-protections; en:sunscreen; en:open-beauty-facts","en:france","en:water; fr:water; fr:glycerin; en:e490; fr:diisopropyl-sebacate; fr:ethylhexyl-salicylate; fr:alcohol-denat; fr:butyl-methoxydibenzoylmethane; fr:titanium-dioxide; fr:octocrylene; fr:isohexadecane; fr:ethylhexyl-triazone; fr:c12-15-alkyl-benzoate; fr:aluminum-starch-octenylsuccinate; fr:stearic-acid; fr:triethanolamine; fr:potassium-cetyl-phosphate; fr:synthetic-wax; fr:peg-100-stearate; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:glyceryl-stearate; en:e900a; en:e900; fr:terephthalylidene-dicamphor-sulfonic-acid; fr:palmitic-acid; fr:aluminum-hydroxide; fr:phenoxyethanol; fr:disodium-edta; en:vitamin-e; fr:caprylyl-glycol; en:e415; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; fr:nano","en:water; fr:water; fr:glycerin; en:e490; fr:diisopropyl-sebacate; fr:ethylhexyl-salicylate; fr:alcohol-denat; fr:butyl-methoxydibenzoylmethane; fr:titanium-dioxide; fr:octocrylene; fr:isohexadecane; fr:ethylhexyl-triazone; fr:c12-15-alkyl-benzoate; fr:aluminum-starch-octenylsuccinate; fr:stearic-acid; fr:triethanolamine; fr:potassium-cetyl-phosphate; fr:synthetic-wax; fr:peg-100-stearate; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:glyceryl-stearate; en:e900a; en:e900; fr:terephthalylidene-dicamphor-sulfonic-acid; fr:palmitic-acid; fr:aluminum-hydroxide; fr:phenoxyethanol; fr:disodium-edta; en:vitamin-e; fr:caprylyl-glycol; en:e415; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; fr:nano","Aqua / Water, Glycerin, Propylene Glycol, Diisopropyl Sebacate, Ethylhexyl Salicylate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Titanium Dioxide (Nano)/Titanium Dioxide, Octocrylene, Isohexadecane, Ethylhexyl Triazone, C12-15 Alkyl Benzoate, Aluminum Starch Octenylsuccinate, Stearic Acid, Triethanolamine, Potassium Cetyl Phosphate, Synthetic Wax, Peg-100 Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glyceryl Stearate, Dimethicone, Terephthalylidene Dicamphor Sulfonic Acid, Palmitic Acid, Aluminum Hydroxide, Phenoxyethanol, Disodium EDTA, Tocopherol, Caprylyl Glycol, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer","en:hypoallergenic; en:without-paraben; en:without-perfume; fr:resiste-a-l-eau","Lait Solaire Tolérance Optimale SPF50"
"sunscreens","L'Oréal, L'Oreal Consumer products, Garnier","en:suncare; en:in-sun-protections; en:sunscreen","en:france","","","","",""
"sunscreens","","en:suncare; en:in-sun-protections; en:sunscreen","en:germany","","","","","Garnier Sonnencreme 50+"
"sunscreens","Ducray","en:suncare; en:in-sun-protections; en:sunscreen","en:france; en:morocco","en:water; fr:c12-15-alkyl-benzoate; fr:dicaprylyl-carbonate; fr:methylene-bis-benzotriazolyl-tetramethylbutylphenol; fr:diisopropyl-adipate; en:e551; fr:bis-ethyl; fr:hexyloxyphenol-methoxyphenyl-triazine; fr:diethylhexyl-butamido-triazone; en:corn; en:cereal; en:starch; fr:butyl-methoxydibenzoylmethane; fr:c10-18-triglycerides; fr:decyl-glucoside; en:e422; fr:glyceryl-stearate; fr:peg-100-stearate; fr:potassium-cetyl-phosphate; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; en:e210; fr:caprylyl-glycol; fr:disodium-edta; fr:fragrance; fr:glyceryl-behenate; fr:glyceryl-dibehenate; fr:glyceryl-laurate; fr:myrtus-communis-leaf-extract; en:e375; fr:pentylene-glycol; en:e490; en:e524; fr:stearyl-alcohol; en:e307a; fr:tribehenin; fr:tripterygium-wilfordii-callus-extract; en:e415; fr:nano; fr:zea-mays-starch; fr:parfum","en:water; fr:c12-15-alkyl-benzoate; fr:dicaprylyl-carbonate; fr:methylene-bis-benzotriazolyl-tetramethylbutylphenol; fr:diisopropyl-adipate; en:e551; fr:bis-ethyl; fr:hexyloxyphenol-methoxyphenyl-triazine; fr:diethylhexyl-butamido-triazone; en:corn; en:cereal; en:starch; fr:butyl-methoxydibenzoylmethane; fr:c10-18-triglycerides; fr:decyl-glucoside; en:e422; fr:glyceryl-stearate; fr:peg-100-stearate; fr:potassium-cetyl-phosphate; fr:acrylates; fr:c10-30-alkyl-acrylate-crosspolymer; en:e210; fr:caprylyl-glycol; fr:disodium-edta; fr:fragrance; fr:glyceryl-behenate; fr:glyceryl-dibehenate; fr:glyceryl-laurate; fr:myrtus-communis-leaf-extract; en:e375; fr:pentylene-glycol; en:e490; en:e524; fr:stearyl-alcohol; en:e307a; fr:tribehenin; fr:tripterygium-wilfordii-callus-extract; en:e415; fr:nano; fr:zea-mays-starch; fr:parfum","WATER (AQUA). C12-15 ALKYL BENZOATE, DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. DIISOPROPYL ADIPATE. SILICA. BIS-ETHYL - HEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ZEA MAYS (CORN) STARCH (ZEA MAYS STARCH). BUTYL METHOXYDIBENZOYLMETHANE. C10-18 TRIGLYCERIDES. DECYL GLUCOSIDE. GLYCERIN. GLYCERYL STEARATE. PEG-100 STEARATE, POTASSIUM CETYL PHOSPHATE. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID, CAPRYLYL GLYCOL. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCERYL LAURATE. MYRTUS COMMUNIS LEAF EXTRACT. NIACINAMIDE. PENTYLENE GLYCOL. PROPYLENE GLYCOL, SODIUM HYDROXIDE. STEARYL ALCOHOL. TOCOPHEROL. TRIBEHENIN. TRIPTERYGIUM WILFORDII CALLUS EXTRACT. XANTHAN GUM.","","fluide anti-imperfection"
"sunscreens","Corine de Farme","en:suncare; en:in-sun-protections; en:sunscreen","en:france","en:water; fr:diethylamino-hydroxybenzoyl-hexyl-benzoate; fr:phenylbenzimidazole-sulfonic-acid; fr:dibutyl-adipate; fr:dicaprylyl-carbonate; fr:propanediol; fr:caprylic; fr:capric-triglyceride; fr:glycerin; fr:diethylhexyl-butamido-triazone; fr:polyglyceryl-6-stearate; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:hydrogenated-dimer-dilinoleyl; fr:dimethylcarbonate-copolymer; fr:xylitylglucoside; fr:sodium-hydroxide; fr:potassium-cetyl-phosphate; fr:cocos-nucifera-oil; fr:anhydroxylitol; en:e967; fr:ethylhexyglycerin; fr:polyglyceryl-6-behenate; en:e415; fr:sodium-gluconate; fr:0-cymen-5-ol; en:e330; en:vitamin-e; fr:gardenia-taitensis-flower-extract; fr:helianthus-annuus-seed-oil; fr:monoi-de-tahiti","en:water; fr:diethylamino-hydroxybenzoyl-hexyl-benzoate; fr:phenylbenzimidazole-sulfonic-acid; fr:dibutyl-adipate; fr:dicaprylyl-carbonate; fr:propanediol; fr:caprylic; fr:capric-triglyceride; fr:glycerin; fr:diethylhexyl-butamido-triazone; fr:polyglyceryl-6-stearate; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:hydrogenated-dimer-dilinoleyl; fr:dimethylcarbonate-copolymer; fr:xylitylglucoside; fr:sodium-hydroxide; fr:potassium-cetyl-phosphate; fr:cocos-nucifera-oil; fr:anhydroxylitol; en:e967; fr:ethylhexyglycerin; fr:polyglyceryl-6-behenate; en:e415; fr:sodium-gluconate; fr:0-cymen-5-ol; en:e330; en:vitamin-e; fr:gardenia-taitensis-flower-extract; fr:helianthus-annuus-seed-oil; fr:monoi-de-tahiti","Aqua, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Dibutyl Adipate, Dicaprylyl Carbonate, Propanediol, Caprylic/Capric Triglyceride, Glycerin, Diethylhexyl Butamido Triazone, Polyglyceryl-6 Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Hydrogenated Dimer Dilinoleyl / Dimethylcarbonate Copolymer, Xylitylglucoside, Sodium Hydroxide, Potassium Cetyl Phosphate, Cocos Nucifera Oil, Anhydroxylitol, Xylitol, Ethylhexyglycerin, Polyglyceryl-6 Behenate, Xanthan Gum, Sodium Gluconate, 0-Cymen-5-Ol, Citric Acid, Tocopherol, Gardenia Taitensis Flower Extract, Helianthus Annuus Seed Oil. Monoï de Tahiti 1%.","fr:resiste-a-l-eau; fr:triman","Lait protecteur visage & corps 50+ Kids"
"sunscreens","Lovea","en:suncare; en:in-sun-protections; en:sunscreen","en:france","fr:ingredients; fr:coctab; fr:c12-15-alkyl-benzoate-diethylamino-hydroxybenzoyl-hexyl-benzoate-ethylhexyl-triazone-phenylbenzimidazole-sulfonic-acid; en:polyglyceryl-6-stearate; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine-glycerin-vp; fr:eicosene-copolymer; fr:cocos-nucifera; fr:oil; en:gardenia-taitensis-flower-extract; en:tocopherol; en:1-2-hexanediol; en:polyglyceryl-6-behenate; en:acrylates-copolymer; en:plastics; en:xanthan-gum; en:fragrance; en:benzyl-alcohol; en:allergenic-fragrances; en:sodium-hydroxide; en:geraniol; en:eugenol; en:water; en:dibutyl-adipate; en:glyceryl-stearate; fr:coconut; en:caprylyl-glycol","fr:ingredients; fr:coctab; fr:c12-15-alkyl-benzoate-diethylamino-hydroxybenzoyl-hexyl-benzoate-ethylhexyl-triazone-phenylbenzimidazole-sulfonic-acid; en:polyglyceryl-6-stearate; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine-glycerin-vp; fr:eicosene-copolymer; fr:cocos-nucifera; fr:oil; en:gardenia-taitensis-flower-extract; en:tocopherol; en:1-2-hexanediol; en:polyglyceryl-6-behenate; en:acrylates-copolymer; en:plastics; en:xanthan-gum; en:fragrance; en:benzyl-alcohol; en:allergenic-fragrances; en:sodium-hydroxide; en:geraniol; en:eugenol; en:water; en:dibutyl-adipate; en:glyceryl-stearate; fr:coconut; en:caprylyl-glycol","INGREDIENTS/COCTAB : AQUA (WATER) DIBUTYL ADIPATE ; C12-15 ALKYL BENZOATE DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE ETHYLHEXYL TRIAZONE PHENYLBENZIMIDAZOLE SULFONIC ACID ; POLYGLYCERYL-6 STEARATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE GLYCERIN VP/EICOSENE COPOLYMER: GLYCERYL STEARATE; COCOS NUCIFERA (COCONUT) OIL; GARDENIA TAITENSIS FLOWER EXTRACT; TOCOPHEROL; 1,2-HEXANEDIOL : CAPRYLYL GLYCOL; POLYGLYCERYL-6 BEHENATE; ACRYLATES COPOLYMER; XANTHAN GUM; PARFUM (FRAGRANCE); BENZYL ALCOHOL ; SODIUM HYDROXIDE; GERANIOL; EUGENOL.","","Spray Hydratant 50+"
