"source_category","brands","categories_tags","countries_tags","ingredients_hierarchy","ingredients_tags","ingredients_text","labels_tags","product_name"
"sunscreens",NA,"en:suncare; en:in-sun-protections; en:sunscreen","en:united-kingdom","en:aloe-vera-has-been-called-the-soothing-desert-lily; en:used-for-thousands-of-years-as-a-natural-healer-and-sun-protector; en:this-nutrient-rich-lotion-is-blended-with-pure-aloe-vera; en:sunflower; en:neem; en:nut-grass-and-greater-galangal-to-keep-skin-soft; en:fair-and-moisturized-in-the-sun; en:also-contains-naturally-derived-zinc-oxide; en:protects-skin-with-broad-spectrum-spf-75-uva; en:uvb-sunscreen","en:aloe-vera-has-been-called-the-soothing-desert-lily; en:used-for-thousands-of-years-as-a-natural-healer-and-sun-protector; en:this-nutrient-rich-lotion-is-blended-with-pure-aloe-vera; en:sunflower; en:neem; en:nut-grass-and-greater-galangal-to-keep-skin-soft; en:fair-and-moisturized-in-the-sun; en:also-contains-naturally-derived-zinc-oxide; en:protects-skin-with-broad-spectrum-spf-75-uva; en:uvb-sunscreen","ALOE VERA has been called the &quot;soothing desert lily,&quot; used for thousands of years as a natural healer and sun protector. This nutrient-rich lotion is blended with pure aloe vera, sunflower, neem, nut grass & greater galangal to keep skin soft, fair and moisturized in the sun. Also contains naturally derived zinc oxide. Protects skin with broad spectrum SPF 75 UVA/UVB sunscreen","","sun shield aloe vera sunscreen"
"sunscreens","Sun Ozon","en:suncare; en:in-sun-protections; en:sunscreen","en:germany","en:water; en:octocaylene; en:c12-15-alkyl-benzoate; en:e422; en:butyl-methoxydibenzoylmethane; en:ethyheryl-salicylate; en:e171; en:vphexadecene-copolyme-aaylates-copolymer; en:tocophenyl-acetate; en:camosine; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:dimethicone; en:e551; en:hydrogen-dimethicone; en:phenybenzimidazole-sulfonic-acd; en:acylates; en:c10-30-alkyl-acrylate-crosspolymer; en:caprylyl-glycol; en:capryhydroxamic-acid; en:sodium-hydrode-tetrasodium-edta; en:nano","en:water; en:octocaylene; en:c12-15-alkyl-benzoate; en:e422; en:butyl-methoxydibenzoylmethane; en:ethyheryl-salicylate; en:e171; en:vphexadecene-copolyme-aaylates-copolymer; en:tocophenyl-acetate; en:camosine; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:dimethicone; en:e551; en:hydrogen-dimethicone; en:phenybenzimidazole-sulfonic-acd; en:acylates; en:c10-30-alkyl-acrylate-crosspolymer; en:caprylyl-glycol; en:capryhydroxamic-acid; en:sodium-hydrode-tetrasodium-edta; en:nano","Aqua, Octocaylene, C12-15 Alkyl Benzoate, Glycerin, Butyl Methoxydibenzoylmethane, Ethyheryl Salicylate, Titanium Dioxide (nano), VPHexadecene Copolyme Aaylates Copolymer, Tocophenyl Acetate, Camosine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dimethicone, Silica, Hydrogen Dimethicone, Phenybenzimidazole Sulfonic Acd, Acylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Capryhydroxamic Acid, Sodium Hydrode Tetrasodium EDTA","","Kids Sonnenmilch LSF 50 hoch"
"sunscreens","Lirene Dermoprogram","en:suncare; en:in-sun-protections; en:sunscreen","en:poland","en:aqua; en:dibutyl-adipate; en:c12-15-alkyl-benzoate; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:ethylhexyl-salicylate; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:ethylhexyl-triazone; en:glycerin; en:potassium-cetyl-phosphate; en:glyceryl-stearate; en:acrylates; en:c12-22-alkyl-methacrylate-copolymer; en:cetyl-alcohol; en:1-2-hexanediol; en:butyloctyl-salicylate; en:allantoin; en:lespedeza-capitata-leaf; en:stem-extract; en:hydroxyacetophenone; en:tocopheryl-acetate; en:butyrospermum-parkii; en:butter; en:carbomer; en:arginine; en:propanediol; en:titanium-dioxide; en:sodium-hydroxide; en:xanthan-gum; en:coco-glucoside; en:sodium-phytate; en:disodium-lauryl-sulfosuccinate; en:stearic-acid; en:alumina; en:water; en:shea","en:aqua; en:dibutyl-adipate; en:c12-15-alkyl-benzoate; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:ethylhexyl-salicylate; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:ethylhexyl-triazone; en:glycerin; en:potassium-cetyl-phosphate; en:glyceryl-stearate; en:acrylates; en:c12-22-alkyl-methacrylate-copolymer; en:cetyl-alcohol; en:1-2-hexanediol; en:butyloctyl-salicylate; en:allantoin; en:lespedeza-capitata-leaf; en:stem-extract; en:hydroxyacetophenone; en:tocopheryl-acetate; en:butyrospermum-parkii; en:butter; en:carbomer; en:arginine; en:propanediol; en:titanium-dioxide; en:sodium-hydroxide; en:xanthan-gum; en:coco-glucoside; en:sodium-phytate; en:disodium-lauryl-sulfosuccinate; en:stearic-acid; en:alumina; en:water; en:shea","Aqua (Water), Dibutyl Adipate, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Glycerin, Potassium Cetyl Phosphate, Glyceryl Stearate, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Cetyl Alcohol, 1,2-Hexanediol, Butyloctyl Salicylate, Allantoin, Lespedeza Capitata Leaf/Stem Extract, Hydroxyacetophenone, Tocopheryl Acetate, Butyrospermum Parkii (Shea) Butter, Carbomer, Arginine, Propanediol, Titanium Dioxide, Sodium Hydroxide, Xanthan Gum, Coco-Glucoside,Sodium Phytate, Disodium Lauryl Sulfosuccinate, Stearic Acid, Alumina.","en:dermatologically-tested","Sun protection emulsion"
"sunscreens","","en:suncare; en:in-sun-protections; en:sunscreen","en:italy","en:aqua; en:glycerin; en:isopropyl-palmitate; en:alcohol-denat; en:butyl-methoxydibenzoylmethane; en:cocoglycerides; en:bis-ethylhexyl; en:oxyphenol-methoxyphenyl-triazine; en:ethylhexyl-salicylate; en:titanium-dioxide; en:butylene-glycol-dicaprylate; en:dicaprate; en:c12-15-alkyl-benzoate; en:hydrogenated-rapeseed-oil; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:ethylhexyl-triazone; en:silica-dimethyl-silylate; en:phenylbenzimidazole-sulfonic-acid; en:tocopheryl-acetate; en:microcrystalline-cellulose; en:cellulose-gum; en:behenyl-alcohol; en:stearyl-alcohol; en:phenoxyethanol; en:xanthan-gum; en:hydroxy; en:acetophenone; en:silica; en:trisodium-edta; en:sodium-stearoyl-glutamate; en:dimethicone; en:silicones; en:sodium-hydroxide; en:sodium-chloride; en:parfum; en:nano","en:aqua; en:glycerin; en:isopropyl-palmitate; en:alcohol-denat; en:butyl-methoxydibenzoylmethane; en:cocoglycerides; en:bis-ethylhexyl; en:oxyphenol-methoxyphenyl-triazine; en:ethylhexyl-salicylate; en:titanium-dioxide; en:butylene-glycol-dicaprylate; en:dicaprate; en:c12-15-alkyl-benzoate; en:hydrogenated-rapeseed-oil; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:ethylhexyl-triazone; en:silica-dimethyl-silylate; en:phenylbenzimidazole-sulfonic-acid; en:tocopheryl-acetate; en:microcrystalline-cellulose; en:cellulose-gum; en:behenyl-alcohol; en:stearyl-alcohol; en:phenoxyethanol; en:xanthan-gum; en:hydroxy; en:acetophenone; en:silica; en:trisodium-edta; en:sodium-stearoyl-glutamate; en:dimethicone; en:silicones; en:sodium-hydroxide; en:sodium-chloride; en:parfum; en:nano","Aqua, Glycerin, Isopropyl Palmitate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Cocoglycerides, Bis-Ethylhexyl - oxyphenol Methoxyphenyl Triazine, Ethylhexyl Salicylate, Titanium Dioxide (nano), Butylene Glycol Dicaprylate/Dicaprate, C12-15 Alkyl Benzoate, Hydrogenated Rapeseed Oil, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Silica Dimethyl Silylate, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Microcrystalline Cellulose, Cellulose Gum, Behenyl Alcohol, Stearyl Alcohol, Phenoxyethanol, Xanthan Gum, Hydroxy - acetophenone, Silica, Trisodium EDTA, Sodium Stearoyl Glutamate, Dimethicone, Sodium Hydroxide, Sodium Chloride, Parfum","","Nivea Sun"
"sunscreens","Alphanova Santé, Alphanova Sun","en:suncare; en:in-sun-protections; en:sunscreen","en:france","fr:aloe-barbadensis-leaf-extract; fr:dicaprylyl-carbonate-titanium-dioxide; en:e422; fr:caprylic; fr:capric-triglyceride; fr:simmondsia-chinensis-seed-oil; fr:polyglyceryl-3-diisostearate; fr:ci-77492; fr:coconut-alkanes; fr:polyglyceryl-2-dipolyhydroxystearate; en:water; fr:polyhydroxystearic-acid; fr:stearic-acid; fr:calophyllum-inophyllum-seed-oil; en:e518; en:sodium-chloride; en:minerals; en:sodium; en:e415; fr:aluminum-hydroxide; fr:parfum; fr:sodium-levulinate; fr:glyceryl-caprilate; fr:alumina; fr:ci-77491; fr:coco-caprylate; fr:caprate; fr:sodium-anisate; fr:ci-77499; fr:linalool; fr:limonene; fr:benzyl-benzoate; fr:benzyl-salicylate; en:e330","fr:aloe-barbadensis-leaf-extract; fr:dicaprylyl-carbonate-titanium-dioxide; en:e422; fr:caprylic; fr:capric-triglyceride; fr:simmondsia-chinensis-seed-oil; fr:polyglyceryl-3-diisostearate; fr:ci-77492; fr:coconut-alkanes; fr:polyglyceryl-2-dipolyhydroxystearate; en:water; fr:polyhydroxystearic-acid; fr:stearic-acid; fr:calophyllum-inophyllum-seed-oil; en:e518; en:sodium-chloride; en:minerals; en:sodium; en:e415; fr:aluminum-hydroxide; fr:parfum; fr:sodium-levulinate; fr:glyceryl-caprilate; fr:alumina; fr:ci-77491; fr:coco-caprylate; fr:caprate; fr:sodium-anisate; fr:ci-77499; fr:linalool; fr:limonene; fr:benzyl-benzoate; fr:benzyl-salicylate; en:e330","Aloe Barbadensis Leaf Extract, Dicaprylyl Carbonate Titanium Dioxide, Glycerin, Caprylic/Capric Triglyceride, Simmondsia Chinensis Seed Oil, Polyglyceryl-3 Diisostearate, CI 77492, Coconut Alkanes, Polyglyceryl-2 Dipolyhydroxystearate, Aqua, Polyhydroxystearic Acid, Stearic Acid, Calophyllum Inophyllum Seed Oil, Magnesium Sulfate, Sodium Chloride, Xanthan Gum, Aluminum Hydroxide, Parfum, Sodium Levulinate, Glyceryl Caprilate, Alumina, CI 77491, Coco Caprylate/Caprate, Sodium Anisate, CI-77499, Linalool, Limonene, Benzyl Benzoate, Benzyl Salicylate, Citric Acid","en:organic; en:100-natural; en:without-paraben; fr:cosmetique-bio-charte-cosmebio; fr:ecocert; fr:sans-nanoparticules","Crème teintée très haute protection SPF 50+"
"sunscreens","Sun Ozon","en:suncare; en:in-sun-protections; en:sunscreen","en:germany","en:water; en:octocrylene; en:c12-15-alkyl-benzoate; en:e422; en:butyl-methoxydibenzoylmethane; en:ethylhexyd-salicylate; en:e171; en:vp; en:hexadecene-copolymer; en:acrylates-copolymer; en:tocopheryl-acetate; en:camosine; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:dimethicone; en:e551; en:hydrogen-dimethicone; en:phenylbenzimidazole-sulfonic-acid; en:acrylates; en:c10-30-alkyl-acrylate-crosspolymer-caprylyl-glycol; en:caprylhydroxamic-acid; en:e524; en:tetrasodium-edta; en:nano","en:water; en:octocrylene; en:c12-15-alkyl-benzoate; en:e422; en:butyl-methoxydibenzoylmethane; en:ethylhexyd-salicylate; en:e171; en:vp; en:hexadecene-copolymer; en:acrylates-copolymer; en:tocopheryl-acetate; en:camosine; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:dimethicone; en:e551; en:hydrogen-dimethicone; en:phenylbenzimidazole-sulfonic-acid; en:acrylates; en:c10-30-alkyl-acrylate-crosspolymer-caprylyl-glycol; en:caprylhydroxamic-acid; en:e524; en:tetrasodium-edta; en:nano","Aqua, Octocrylene, C12-15 Alkyl Benzoate, Glycerin, Butyl Methoxydibenzoylmethane, Ethylhexyd Salicylate, Titanium Dioxide (nano), VP/Hexadecene Copolymer, Acrylates Copolymer, Tocopheryl Acetate, Camosine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dimethicone, Silica, Hydrogen Dimethicone, Phenylbenzimidazole Sulfonic Acid, Acrylates/C10-30 Alkyl Acrylate Crosspolymer Caprylyl Glycol, Caprylhydroxamic Acid, Sodium Hydroxide, Tetrasodium EDTA","","Med. Sonnengel LSF 50 hoch"
"sunscreens","Summer Fridays","en:suncare; en:in-sun-protections; en:sunscreen","en:canada","en:zinc-oxide; en:water; en:c12-15-alkyl-benzoate; en:sorbitan-oleate-decylglucoside-crosspolymer; en:argania-spinosa-kernel-oil; en:tocopheryl-acetate; en:ammonium-acryloyldimethyltaurate; en:vp-copolymer; en:glycerin; en:caramel; en:polyester-5; en:squalane; en:butyrospermum-parkii; en:butter; en:bisabolol; en:phospholipids; en:tocopherol; en:ethyl-ferulate; en:urea; en:ethylhexylglycerin; en:gluconolactone; en:triethoxycaprylylsilane; en:dimethicone; en:silicones; en:sodium-chloride; en:benzyl-alcohol; en:allergenic-fragrances; en:sodium-benzoate; en:sorbic-acid; en:chlorphenesin; en:phenoxyethanol; en:shea","en:zinc-oxide; en:water; en:c12-15-alkyl-benzoate; en:sorbitan-oleate-decylglucoside-crosspolymer; en:argania-spinosa-kernel-oil; en:tocopheryl-acetate; en:ammonium-acryloyldimethyltaurate; en:vp-copolymer; en:glycerin; en:caramel; en:polyester-5; en:squalane; en:butyrospermum-parkii; en:butter; en:bisabolol; en:phospholipids; en:tocopherol; en:ethyl-ferulate; en:urea; en:ethylhexylglycerin; en:gluconolactone; en:triethoxycaprylylsilane; en:dimethicone; en:silicones; en:sodium-chloride; en:benzyl-alcohol; en:allergenic-fragrances; en:sodium-benzoate; en:sorbic-acid; en:chlorphenesin; en:phenoxyethanol; en:shea","ZINC OXIDE 9.4%, WATER, C12-15 ALKYL BENZOATE, SORBITAN OLEATE DECYLGLUCOSIDE CROSSPOLYMER, ARGANIA SPINOSA KERNEL OIL, TOCOPHERYL ACETATE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, GLYCERIN, CARAMEL, POLYESTER-5, SQUALANE, BUTYROSPERMUM PARKII (SHEA) BUTTER EXTRACT, BISABOLOL, PHOSPHOLIPIDS, TOCOPHEROL, ETHYL FERULATE, UREA, ETHYLHEXYLGLYCERIN, GLUCONOLACTONE, TRIETHOXYCAPRYLYLSILANE, DIMETHICONE, SODIUM CHLORIDE, BENZYL ALCOHOL, SODIUM BENZOATE, SORBIC ACID, CHLORPHENESIN, PHENOXYETHANOL","","ShadeDrops Broad Spectrum SPF 30 Mineral Milk Sunscreen"
"sunscreens","Nivea","en:suncare; en:in-sun-protections; en:sunscreen","en:poland","en:water; en:alcohol-denat; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-salicylate; en:homosalate; en:ci-77891; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:ethylhexyl-triazone; en:e422; en:butylene-glycol-dicaprylate; en:dicaprate; en:distarch-phos; en:phate; en:cetearyl-alcohol; en:behenyl-alcohol; en:phenyl; en:benzimidazole-sulfonic-acid; en:silica-dimethyl-silylate; en:propylheptyl-caprylate; en:glycyrrhiza-inflata-root-extract; en:tocopheryl-acetate; en:sodium-stearoyl-glutamate; en:carbomer; en:e415; en:acrylates; en:c10-3o-alkyl-acrylate-crosspolymer; en:dimethicone; en:trisodium-edta; en:e524; en:sodium-chloride; en:minerals; en:sodium; en:phenoxy; en:e1510; en:linalool; en:limonene; en:e1519; en:alpha; en:isomethyl-lonone; en:geraniol; en:citronellol; en:coumarin; en:parfum; en:cl-77492; en:ci-77491; en:ci-77499","en:water; en:alcohol-denat; en:butyl-methoxydibenzoylmethane; en:ethylhexyl-salicylate; en:homosalate; en:ci-77891; en:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:ethylhexyl-triazone; en:e422; en:butylene-glycol-dicaprylate; en:dicaprate; en:distarch-phos; en:phate; en:cetearyl-alcohol; en:behenyl-alcohol; en:phenyl; en:benzimidazole-sulfonic-acid; en:silica-dimethyl-silylate; en:propylheptyl-caprylate; en:glycyrrhiza-inflata-root-extract; en:tocopheryl-acetate; en:sodium-stearoyl-glutamate; en:carbomer; en:e415; en:acrylates; en:c10-3o-alkyl-acrylate-crosspolymer; en:dimethicone; en:trisodium-edta; en:e524; en:sodium-chloride; en:minerals; en:sodium; en:phenoxy; en:e1510; en:linalool; en:limonene; en:e1519; en:alpha; en:isomethyl-lonone; en:geraniol; en:citronellol; en:coumarin; en:parfum; en:cl-77492; en:ci-77491; en:ci-77499","Aqua, Alcohol Denat., Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Homosalate, CI 77891, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Glycerin, Butylene Glycol Dicaprylate/ Dicaprate, Distarch Phos - phate, Cetearyl Alcohol, Behenyl Alcohol, Phenyl - benzimidazole Sulfonic Acid, Silica Dimethyl Silylate, Propylheptyl Caprylate, Glycyrrhiza Inflata Root Extract, Tocopheryl Acetate, Sodium Stearoyl Glutamate, Carbomer, Xanthan Gum, Acrylates/C10-3O Alkyl Acrylate Crosspolymer, Dimethicone, Trisodium EDTA, Sodium Hydroxide, Sodium Chloride, Phenoxy - ethanol, Linalool, Limonene, Benzyl Alcohol, Alpha - Isomethyl lonone, Geraniol, Citronellol, Coumarin, Parfum, Cl 77492, CI 77491, CI 77499","",""
"sunscreens","Vichy","en:suncare; en:in-sun-protections; en:sunscreen","en:united-kingdom","en:aqua; en:water; en:eau-alcohol-denat-silica-isopropyl-myristate-diisopropyl-sebacate-ethylhexyl-salicylate-ethylhexyl-triazone-bis-ethylhexyloxyphenol-methoxyphenyl-triazine-butyl-methoxydibenzoylmethane-glycerin-propanediol-c12-22-alkyl-acrylate; en:hydroxyethylacrylate-copolymer-niacinamide; en:drometrizole-trisiloxane-perlite; en:tocopherol-caprylic; en:capric-triglyceride-citric-acid; en:hydroxyacetophenone-mineral-salts-sodium-hyaluronate; en:triethanolamine-trisodium-ethylenediamine-disuccinate; en:vitreoscilla-ferment-squalane; en:acrylates; en:c10-30-alkyl-acrylate-crosspolymer-butylene-glycol; en:caprylyl-glycol-disodium-phosphate-hydroxyethylcellulose; en:polysorbate-60-sodium-phosphate-terephthalylidene-dicamphor-sulfonic-acid; en:code-fll; en:n70040137; en:2","en:aqua; en:water; en:eau-alcohol-denat-silica-isopropyl-myristate-diisopropyl-sebacate-ethylhexyl-salicylate-ethylhexyl-triazone-bis-ethylhexyloxyphenol-methoxyphenyl-triazine-butyl-methoxydibenzoylmethane-glycerin-propanediol-c12-22-alkyl-acrylate; en:hydroxyethylacrylate-copolymer-niacinamide; en:drometrizole-trisiloxane-perlite; en:tocopherol-caprylic; en:capric-triglyceride-citric-acid; en:hydroxyacetophenone-mineral-salts-sodium-hyaluronate; en:triethanolamine-trisodium-ethylenediamine-disuccinate; en:vitreoscilla-ferment-squalane; en:acrylates; en:c10-30-alkyl-acrylate-crosspolymer-butylene-glycol; en:caprylyl-glycol-disodium-phosphate-hydroxyethylcellulose; en:polysorbate-60-sodium-phosphate-terephthalylidene-dicamphor-sulfonic-acid; en:code-fll; en:n70040137; en:2","AQUA/WATER/ EAU ALCOHOL DENAT SILICA ISOPROPYL MYRISTATE DIISOPROPYL SEBACATE ETHYLHEXYL SALICYLATE ETHYLHEXYL TRIAZONE BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE BUTYL METHOXYDIBENZOYLMETHANE GLYCERIN PROPANEDIOL C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER NIACINAMIDE - DROMETRIZOLE TRISILOXANE PERLITE - TOCOPHEROL CAPRYLIC/CAPRIC TRIGLYCERIDE CITRIC ACID - HYDROXYACETOPHENONE MINERAL SALTS SODIUM HYALURONATE - TRIETHANOLAMINE TRISODIUM ETHYLENEDIAMINE DISUCCINATE - VITREOSCILLA FERMENT SQUALANE - ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER BUTYLENE GLYCOL - CAPRYLYL GLYCOL DISODIUM PHOSPHATE HYDROXYETHYLCELLULOSE - POLYSORBATE 60 SODIUM PHOSPHATE TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID. Code FLL: N70040137/2","","Mineral 89 72h moisture boosting daily fluid"
"sunscreens","apoteket","en:suncare; en:in-sun-protections; en:sunscreen","en:sweden","en:water; en:dibutyl-adipate; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:ethylhexyl-salicylate; en:c12-13-alkyl-lactate; en:ethylhexyl-triazone; sv:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:glycerin; en:phenoxyethyl-caprylate; en:propanediol; sv:vp; sv:eicosene-copolymer; en:cetearyl-alcohol; sv:phenylbenzimidazole-sulfonic-acid; en:propylheptyl-caprylate; sv:canola-oil; en:dimethicone; en:silicones; en:inositol; en:tocopheryl-acetate; en:potassium-cetyl-phosphate; en:peg-100-stearate; en:tocopherol; sv:acrylates; sv:c10-30-alkyl-acrylate-crosspolymer; sv:ammonium-acryloyldimethyltaurate; sv:vp-copolymer; en:xanthan-gum; en:caprylyl-glycol; en:sodium-hydroxide; en:phenoxyethanol","en:water; en:dibutyl-adipate; en:diethylamino-hydroxybenzoyl-hexyl-benzoate; en:ethylhexyl-salicylate; en:c12-13-alkyl-lactate; en:ethylhexyl-triazone; sv:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; en:glycerin; en:phenoxyethyl-caprylate; en:propanediol; sv:vp; sv:eicosene-copolymer; en:cetearyl-alcohol; sv:phenylbenzimidazole-sulfonic-acid; en:propylheptyl-caprylate; sv:canola-oil; en:dimethicone; en:silicones; en:inositol; en:tocopheryl-acetate; en:potassium-cetyl-phosphate; en:peg-100-stearate; en:tocopherol; sv:acrylates; sv:c10-30-alkyl-acrylate-crosspolymer; sv:ammonium-acryloyldimethyltaurate; sv:vp-copolymer; en:xanthan-gum; en:caprylyl-glycol; en:sodium-hydroxide; en:phenoxyethanol","Aqua, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, C12-13 Alkyl Lactate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glycerin, Phenoxyethyl Caprylate, Propanediol, VP/Eicosene Copolymer, Cetearyl Alcohol, Phenylbenzimidazole Sulfonic Acid, Propylheptyl Caprylate, Canola Oil, Dimethicone, Inositol, Tocopheryl Acetate, Potassium Cetyl Phosphate, PEG-100 Stearate, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Caprylyl Glycol, Sodium Hydroxide, Phenoxyethanol.","en:dermatologically-tested; sv:extra-vattenresistent; sv:med-glycerin; sv:med-rapsolja; sv:med-vitamin-e; sv:oparfymerad; sv:spf-30; sv:uva; sv:uvb","Sollotion SPF 30"
"sunscreens","Doctissimo, Doctissimo parapharmacie","en:suncare; en:in-sun-protections; en:sunscreen","en:france","fr:ricinus-communis-seed-oil; fr:hydrogenated-coconut-oil; fr:ozokerite; fr:hydrogenated-polydecene; fr:cera-alba; fr:ethylhexyl-methoxycinnamate; fr:hydrogenated-polyisobutene; fr:hydrogenated-microcristalline-wax; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:butyl-methoxydibenzoylmethane; fr:butyrospermum-parkii-butter; en:e171; fr:caprylic; fr:capric-triglyceride; fr:helianthus-annuus-seed-oil; fr:ethylhexyl-triazone; fr:oryzanol; fr:silica-jojoba-esters; fr:tocopheryl-acetate; fr:polyhydroxystearic-acid; fr:ethyl-vanillin; fr:mimosa-tenuiflora-bark-extract; fr:mica; en:e954; en:e321","fr:ricinus-communis-seed-oil; fr:hydrogenated-coconut-oil; fr:ozokerite; fr:hydrogenated-polydecene; fr:cera-alba; fr:ethylhexyl-methoxycinnamate; fr:hydrogenated-polyisobutene; fr:hydrogenated-microcristalline-wax; fr:bis-ethylhexyloxyphenol-methoxyphenyl-triazine; fr:butyl-methoxydibenzoylmethane; fr:butyrospermum-parkii-butter; en:e171; fr:caprylic; fr:capric-triglyceride; fr:helianthus-annuus-seed-oil; fr:ethylhexyl-triazone; fr:oryzanol; fr:silica-jojoba-esters; fr:tocopheryl-acetate; fr:polyhydroxystearic-acid; fr:ethyl-vanillin; fr:mimosa-tenuiflora-bark-extract; fr:mica; en:e954; en:e321","Ricinus communis seed oil, hydrogenated coconut oil, ozokerite, hydrogenated polydecene, cera alba,  ethylhexyl methoxycinnamate, hydrogenated polyisobutene,  hydrogenated microcristalline wax, bis-ethylhexyloxyphenol methoxyphenyl triazine, butyl methoxydibenzoylmethane, butyrospermum parkii butter, titanium dioxide, caprylic/capric triglyceride, helianthus annuus seed oil, ethylhexyl triazone, oryzanol, silica jojoba esters, tocopheryl acetate,  polyhydroxystearic acid, ethyl vanillin, mimosa tenuiflora bark extract, mica, saccharin, BHT, CI 77891/titanium dioxide.","en:without-paraben","Stick protection solaire SPF50"
